ticker,tf,variant,horizon,n,wr,pf,avg_return,max_dd
SN,15m,B,2,11855,52.9,1.6124,0.108,31.6241
ME,H1,B,4,2503,52.9,1.0934,0.0458,82.2487
HS,15m,B,6,13362,52.86,1.611,0.144,38.4293
RB,H1,B,2,681,52.86,1.6096,0.0267,2.642
MM,15m,B,6,11815,52.84,1.5272,0.1189,40.0084
AF,5m,B,4,28817,52.83,2.0319,0.1455,35.7356
PD,30m,B,2,5496,52.82,1.3138,0.0822,40.9398
YD,15m,B,2,5929,52.81,1.6721,0.1077,34.0957
RN,30m,B,3,5564,52.79,1.0823,0.0173,56.2878
AF,30m,B,2,5404,52.79,1.298,0.0745,47.0341
MM,5m,B,6,32242,52.77,1.9685,0.1331,47.7637
CC,5m,B,4,14521,52.77,2.0234,0.1958,45.4747
AF,5m,B,6,28816,52.77,1.9041,0.1504,50.413
SS,15m,B,3,10006,52.76,1.9081,0.263,40.7885
BM,5m,B,4,10596,52.75,2.0612,0.1423,23.7253
YD,15m,B,4,5929,52.74,1.4984,0.1056,27.9707
DX,15m,C,2,6282,52.74,1.1817,0.0319,32.2385
NR,15m,C,6,1694,52.72,1.44,0.1517,29.2827
MM,5m,B,8,32241,52.72,1.872,0.1357,45.596
BM,5m,B,6,10595,52.71,1.8329,0.1378,31.3829
RN,30m,B,4,5564,52.7,1.0915,0.0216,59.9546
SN,15m,B,3,11854,52.68,1.518,0.1078,39.8349
GAZPF,15m,B,6,5288,52.67,1.0775,0.0156,29.907
GZ,30m,B,3,5215,52.67,1.1484,0.0326,63.4865
BM,5m,B,8,10595,52.66,1.7994,0.1477,62.857
SN,5m,C,3,18984,52.66,0.8946,-0.02,714.4665
SN,30m,B,4,5608,52.66,1.3435,0.0997,45.9328
AF,5m,B,8,28816,52.65,1.7932,0.1472,60.0587
PD,15m,B,3,11629,52.65,1.4961,0.1146,57.1425
BM,15m,B,4,4498,52.65,1.4721,0.1051,28.1149
AL,H1,B,2,2447,52.64,1.2293,0.0696,27.4956
MG,30m,B,3,5796,52.64,1.3815,0.0973,38.0854
ME,H1,B,2,2503,52.62,1.0871,0.034,59.5968
MM,15m,B,2,11817,52.61,1.7169,0.1121,38.7901
RN,5m,B,3,35268,52.61,1.7772,0.0681,16.2108
CE,15m,B,2,5120,52.6,1.7571,0.1134,19.454
LK,5m,B,3,36359,52.6,1.5681,0.0407,19.4298
GZ,H1,B,3,2471,52.57,1.1607,0.0458,71.8393
HS,5m,C,6,20856,52.57,0.838,-0.0398,918.7113
VB,30m,B,3,4809,52.57,1.4257,0.1008,81.0982
RN,15m,B,2,11718,52.56,1.4151,0.0543,50.3865
SE,15m,B,2,8733,52.52,1.6043,0.1518,33.423
AL,15m,B,3,11356,52.52,1.6454,0.1275,33.0416
SN,30m,B,3,5608,52.51,1.4258,0.1069,52.385
SS,30m,B,3,4993,52.51,1.4947,0.1761,78.278
NA,30m,B,2,5417,52.5,1.1331,0.0155,25.7019
RL,5m,C,8,2309,52.49,1.3265,0.0486,14.2192
SE,30m,B,3,4563,52.49,1.336,0.1176,72.0819
PD,30m,B,3,5496,52.49,1.236,0.0724,67.7888
SN,5m,C,4,20284,52.48,0.9181,-0.0164,608.5019
AL,5m,B,6,30002,52.48,2.035,0.1495,24.6603
MM,15m,B,4,11816,52.47,1.5837,0.1137,38.4547
SN,5m,C,6,22188,52.47,1.0097,0.002,288.1721
RL,H1,B,2,366,52.46,1.5926,0.1468,12.5969
AL,5m,B,4,30003,52.46,2.1601,0.1446,37.2825
MN,H1,B,3,366,52.46,1.2812,0.0684,10.7001
CE,5m,B,3,9907,52.45,1.9901,0.1018,32.2753
RN,5m,B,4,35267,52.44,1.6387,0.0644,19.8196
LK,15m,B,4,11124,52.44,1.2342,0.0346,54.6308
NR,30m,C,4,1272,52.44,1.2367,0.0837,73.039
AF,5m,B,3,28817,52.44,2.1734,0.1476,27.1171
NM,15m,B,3,11800,52.43,1.544,0.1115,48.9595
GZ,30m,B,2,5216,52.43,1.2049,0.0385,47.8687
RB,H1,B,3,681,52.42,1.7155,0.037,3.5906
VI,30m,C,2,435,52.41,1.2169,0.1854,49.5143
HS,5m,C,3,18442,52.41,0.7111,-0.0675,1296.5144
AF,30m,B,4,5404,52.41,1.266,0.0814,56.0515
PT,15m,B,2,11942,52.41,1.5535,0.0836,45.6422
AL,5m,B,3,30003,52.4,2.2885,0.1441,18.5956
RN,15m,B,6,11717,52.39,1.2939,0.059,44.8
SS,30m,B,2,4993,52.37,1.4788,0.1525,64.4708
CC,15m,B,4,5044,52.36,1.3909,0.1284,62.3695
RN,30m,B,2,5565,52.36,1.1847,0.0314,31.1837
HS,5m,C,8,21858,52.35,0.8637,-0.0347,869.7788
VI,5m,C,3,361,52.35,1.2458,0.2045,52.4864
PT,15m,B,3,11942,52.35,1.4235,0.0764,51.8553
MM,15m,B,3,11817,52.34,1.6512,0.1156,46.5368
SS,H1,B,2,2408,52.33,1.2824,0.1095,47.6966
PT,30m,B,2,5554,52.32,1.3744,0.0724,39.691
GAZPF,H1,B,4,1229,52.32,0.95,-0.0175,90.5329
MG,H1,B,4,2647,52.32,1.2374,0.0893,51.7132
KC,30m,B,2,650,52.31,1.3551,0.0686,10.4905
VI,15m,C,2,432,52.31,1.1891,0.1457,92.5401
OJ,15m,B,2,2080,52.31,1.2648,0.079,41.2359
PT,15m,B,4,11942,52.3,1.4356,0.0861,57.665
AL,15m,B,4,11356,52.29,1.5459,0.1184,33.7325
LK,5m,B,8,36356,52.29,1.3713,0.0409,22.6305
LK,5m,B,4,36358,52.29,1.488,0.0395,23.9629
LK,15m,B,6,11124,52.28,1.2502,0.0427,48.5401
GL,5m,B,6,30921,52.28,2.0934,0.1117,21.7169
SBERF,30m,B,4,2836,52.26,0.9473,-0.0087,49.7941
GAZPF,15m,B,3,5289,52.26,1.097,0.014,26.2257
AL,5m,B,8,29999,52.26,1.8646,0.1443,23.2389
LK,5m,B,6,36357,52.25,1.4276,0.0412,23.8821
GAZPF,15m,B,4,5289,52.24,1.0535,0.009,38.1335
NM,15m,B,6,11800,52.23,1.4012,0.1054,51.648
AL,15m,B,2,11356,52.23,1.6282,0.1108,36.6084
AL,H1,B,4,2447,52.23,1.2419,0.088,35.9846
GL,5m,B,3,30921,52.23,2.2924,0.107,23.3935
SR,H1,B,2,2614,52.22,1.0267,0.0051,41.6753
LK,30m,B,4,5297,52.22,1.1488,0.0303,38.0987
GL,30m,B,2,4788,52.19,1.2348,0.0457,40.6743
RL,15m,B,6,1307,52.18,1.0866,0.0208,30.1622
RN,15m,B,4,11717,52.16,1.3095,0.053,46.2543
GZ,30m,B,4,5215,52.16,1.1321,0.0332,55.2783
AL,15m,B,6,11356,52.16,1.4744,0.1189,58.8138
SBERF,30m,B,2,2836,52.15,0.9844,-0.0019,35.2094
W4,5m,C,4,999,52.15,1.1827,0.0571,18.4077
MM,H1,B,3,2518,52.14,1.2479,0.0731,44.1092
HS,5m,C,4,19422,52.11,0.7559,-0.0595,1238.1925
PT,30m,B,4,5554,52.11,1.2551,0.0671,34.2368
CR,15m,B,3,2309,52.1,1.1614,0.0134,10.2561
KC,5m,B,4,2699,52.09,1.469,0.0568,12.4688
KC,5m,B,3,2699,52.09,1.5406,0.0566,6.0043
RN,5m,B,6,35266,52.08,1.5468,0.0665,34.5133
CC,15m,B,3,5044,52.08,1.2557,0.0837,81.0963
GAZPF,30m,B,3,2606,52.07,0.9991,-0.0002,54.7481
KC,15m,B,6,1206,52.07,1.1183,0.0297,20.5305
TT,H1,B,3,934,52.03,1.1479,0.0382,27.1898
TN,H1,B,3,934,52.03,1.1479,0.0382,27.1898
CC,15m,B,6,5042,52.0,1.2906,0.1116,114.5498
PT,30m,B,3,5554,52.0,1.3582,0.0814,35.6711
GAZPF,H1,B,2,1229,51.99,0.8984,-0.0272,72.6679
RN,H1,B,2,2537,51.99,1.1364,0.0329,42.6535
GAZPF,15m,B,2,5289,51.99,1.0654,0.0078,17.4047
PT,15m,B,6,11942,51.98,1.3282,0.0768,52.7692
ME,H1,B,3,2503,51.98,1.0877,0.0386,70.5221
NM,H1,B,2,2534,51.97,1.2863,0.0811,34.4308
RL,15m,C,6,974,51.95,1.4114,0.0845,15.0157
NM,30m,B,4,5614,51.94,1.262,0.0769,36.7477
CH,H1,C,2,181,51.93,1.15,0.1152,23.0631
YD,15m,B,6,5929,51.93,1.4469,0.1069,30.056
GL,5m,B,8,30920,51.93,1.9125,0.1091,23.0067
MM,30m,B,2,5536,51.93,1.3202,0.0661,39.0674
PT,5m,B,3,32272,51.93,1.9632,0.0969,39.6551
GZ,H1,B,4,2471,51.92,1.1555,0.05,67.591
GL,5m,B,4,30921,51.92,2.1558,0.1042,27.8391
VB,30m,B,4,4808,51.91,0.8176,-0.0814,908.9903
YD,30m,B,4,2824,51.91,1.1392,0.0426,43.7264
MM,30m,B,4,5536,51.91,1.2977,0.0775,51.3664
GL,15m,B,3,10190,51.91,1.654,0.1045,44.2036
BM,5m,B,3,10596,51.87,2.2613,0.1457,20.2146
RN,5m,B,8,35265,51.84,1.4892,0.0663,40.8035
MM,30m,B,3,5536,51.84,1.3163,0.0738,69.3328
NM,15m,B,4,11800,51.83,1.4143,0.0967,54.743
LK,15m,B,2,11124,51.83,1.26,0.029,27.1268
PT,5m,B,8,32272,51.82,1.6045,0.0942,84.0407
NR,H1,B,2,1235,51.82,1.5937,0.1638,34.4256
SR,30m,B,2,5280,51.82,1.128,0.0181,66.406
TN,15m,B,6,4128,51.82,1.5549,0.1169,23.2847
TT,15m,B,6,4128,51.82,1.5549,0.1169,23.2847
YD,H1,B,2,1293,51.82,1.2139,0.0609,22.8315
YD,30m,B,3,2824,51.81,1.333,0.0839,25.7093
X5,5m,B,6,579,51.81,3.046,0.392,11.3006
SBERF,H1,B,4,1330,51.8,1.0867,0.0193,25.6056
GLDRUBF,H1,B,4,2203,51.79,1.03,0.0063,32.1449
OJ,15m,B,4,2080,51.78,1.2134,0.0828,63.8421
NR,30m,C,3,1207,51.78,1.4507,0.1386,41.6539
SN,H1,B,2,2523,51.76,1.0082,0.0026,62.2519
PD,30m,B,4,5496,51.75,1.1782,0.0609,74.4144
YD,H1,B,3,1293,51.74,1.1807,0.0609,35.1757
YD,30m,B,2,2824,51.74,1.3425,0.0779,32.3895
RL,30m,B,2,719,51.74,1.3928,0.0705,17.6816
PT,5m,B,4,32272,51.74,1.9043,0.1015,55.6961
SN,5m,C,8,23532,51.74,0.9926,-0.0017,387.2968
PT,5m,B,6,32272,51.73,1.7284,0.0982,60.1242
YD,5m,B,4,17151,51.73,2.2446,0.1433,29.5989
YD,5m,B,6,17151,51.69,2.0612,0.1437,28.241
CC,H1,B,2,1111,51.67,1.1601,0.0676,45.1674
GZ,15m,B,6,10045,51.67,1.2581,0.0519,32.6421
YD,H1,B,4,1293,51.66,1.1954,0.0755,39.5064
GL,30m,B,3,4787,51.66,1.3104,0.0665,25.0689
KC,5m,B,6,2699,51.65,1.3193,0.0482,19.7613
PT,H1,B,2,2550,51.65,1.0782,0.0213,80.5502
SR,H1,B,4,2614,51.64,1.0082,0.0022,55.0988
NM,15m,B,2,11800,51.63,1.5519,0.0984,51.9264
CE,H1,B,3,1476,51.63,1.0756,0.0227,54.1635
SBERF,30m,B,3,2836,51.62,1.0009,0.0001,35.6333
OJ,15m,B,3,2080,51.59,1.2598,0.089,54.3113
GZ,15m,B,3,10045,51.57,1.2655,0.0413,35.918
RL,15m,B,2,1308,51.53,1.032,0.0048,18.863
TN,15m,B,4,4128,51.5,1.5565,0.1079,36.82
TT,15m,B,4,4128,51.5,1.5565,0.1079,36.82
GL,30m,B,4,4787,51.49,1.2807,0.0635,48.6839
HS,30m,B,4,6044,51.49,1.3006,0.0773,33.1493
GL,H1,B,3,2201,51.48,1.3267,0.0809,19.7421
CR,30m,B,2,1432,51.47,1.3062,0.0284,12.091
CE,30m,B,2,2939,51.45,1.3572,0.0708,23.3113
KC,15m,B,3,1209,51.45,1.2119,0.0386,19.5674
GL,15m,B,2,10191,51.44,1.7298,0.1074,42.6162
NR,5m,C,8,1668,51.44,1.0624,0.0196,53.5246
MM,H1,B,2,2518,51.43,1.1903,0.0492,48.3903
LK,H1,B,4,2526,51.43,1.0467,0.0138,73.1601
SBERF,H1,B,3,1330,51.43,1.0892,0.0174,18.9093
AF,H1,B,2,2365,51.42,1.1723,0.0521,52.6902
YD,5m,B,3,17151,51.4,2.2866,0.1355,32.1984
GZ,15m,B,2,10045,51.39,1.2735,0.0364,53.4722
HS,30m,B,3,6045,51.38,1.3124,0.0741,38.1327
AF,H1,B,3,2365,51.37,1.1968,0.0691,76.3076
CR,15m,B,4,2309,51.36,1.1654,0.0159,8.0993
SBERF,15m,B,6,5792,51.35,1.0019,0.0003,51.5822
VI,15m,C,6,520,51.35,1.289,0.25,61.7501
GL,H1,B,2,2201,51.34,1.4815,0.0993,15.4666
GAZPF,30m,B,2,2607,51.32,0.9877,-0.0022,55.3626
OJ,H1,B,4,649,51.31,1.2264,0.1543,39.1578
AL,30m,B,2,5325,51.31,1.3824,0.0861,44.1435
MM,H1,B,4,2518,51.31,1.1126,0.039,56.2648
GAZPF,5m,B,3,17310,51.28,1.1027,0.0086,30.4711
IB,5m,B,8,11144,51.26,1.7393,0.139,36.0688
YD,5m,B,8,17151,51.26,1.9232,0.1424,30.9716
CH,30m,C,4,121,51.24,0.8067,-0.1826,36.6441
NA,30m,B,4,5416,51.24,1.0742,0.0122,43.4221
NA,30m,B,3,5416,51.24,1.0802,0.0117,32.3634
GL,15m,B,6,10189,51.24,1.4141,0.0854,57.1142
SF,5m,C,6,5644,51.22,0.5627,-1.1868,6797.6514
NG,5m,B,8,30025,51.21,1.679,0.1589,79.3967
VB,H1,B,4,2322,51.21,0.7978,-0.113,487.8227
TN,30m,B,3,1918,51.2,1.2215,0.045,22.2594
TT,30m,B,3,1918,51.2,1.2215,0.045,22.2594
GLDRUBF,H1,B,2,2203,51.2,0.9854,-0.0024,28.8803
RL,30m,B,4,719,51.18,1.2857,0.0747,13.9975
IB,5m,B,6,11144,51.18,1.7976,0.1314,24.4667
GZ,15m,B,4,10045,51.17,1.2309,0.0405,26.3232
VB,15m,B,4,9495,51.16,1.7029,0.1554,47.324
CE,H1,B,2,1476,51.15,1.1393,0.035,50.6339
VB,15m,B,6,9495,51.14,1.6056,0.1513,91.8231
CR,30m,B,3,1432,51.12,1.2173,0.0244,16.5672
GL,H1,B,4,2201,51.11,1.4516,0.1142,28.9647
SR,H1,B,3,2614,51.11,1.0047,0.0011,39.7773
GD,30m,B,4,5409,51.1,1.037,0.0047,28.1589
CC,30m,B,4,2433,51.09,1.208,0.0879,57.6911
TT,H1,B,2,934,51.07,1.1152,0.0266,33.512
